Nombre	Masa_kg	Radio_km	Densidad_media_kg_m3	Temperatura_superficial_K	Temperatura_central_K	Composicion_H_%	Composicion_He_%	Composicion_Otros_%	Gravedad_superficial_m_s2	Magnitud_absoluta	Metallicidad_Fe_H_dex	Tipo_espectral
Sol	1.989e+30	696340	1408	5778	15700000.0	73	25	2	274	4.83	0	G2V
